Phase,Week,Week_num,WeekStartDate,WeekEndDate,Stratum,NumOfSites,NumOfTows,RawCatch,TotalRawSampleVolume,AdjCatch,TotalEffSampleVolume,StratumVolume,nHat,nVar,nSE,lowCI,uppCI,SpatialCoverage
20_1,Week.7,7,2020-01-13,2020-01-16,Suisun Marsh,3,12,1,45330.87376,1,32738.96438,76278718,2329.99114,5432608.81,2330.795746,322,8426,
20_1,Week.7,7,2020-01-13,2020-01-16,Lower Sacramento,6,22,1,86491.5282,1,62466.1037,88162170,1412.089184,2000650.365,1414.443482,195,5111,
20_1,Week.7,7,2020-01-13,2020-01-16,Cache Slough LI,3,12,0,47801.32854,0,34523.18172,33420492,0,NA,NA,NA,NA,
20_1,Week.7,7,2020-01-13,2020-01-16,Sac DW Ship Channel,3,12,0,43217.96264,0,31212.97302,30411491,0,NA,NA,NA,NA,
20_1,Week.7,7,2020-01-13,2020-01-16,Lower San Joaquin,6,24,0,94649.31967,0,68357.84198,122096565,0,NA,NA,NA,NA,
20_1,Week.7,7,2020-01-13,2020-01-16,Southern Delta,6,24,0,85742.06818,0,61924.82702,136731814,0,NA,NA,NA,NA,
20_1,Week.7,7,2020-01-13,2020-01-16,Total,37,146,2,587712.1263,2,424458.7578,NA,3742.080324,7433259.175,2726.400406,842,10867,Full
20_1,Week.8,8,2020-01-21,2020-01-24,Western Delta,2,6,0,26545.51004,0,19171.75725,190166275,0,NA,NA,NA,NA,
20_1,Week.8,8,2020-01-21,2020-01-24,Suisun Bay,5,20,0,66022.91231,0,47683.21445,285840678,0,NA,NA,NA,NA,
20_1,Week.8,8,2020-01-21,2020-01-24,Suisun Marsh,3,12,0,49178.93311,0,35518.11836,76278718,0,NA,NA,NA,NA,
20_1,Week.8,8,2020-01-21,2020-01-24,Lower Sacramento,6,22,1,90188.2802,1,65135.98015,88162170,1357.854669,2031066.46,1425.15489,173,5072,
20_1,Week.8,8,2020-01-21,2020-01-24,Cache Slough LI,3,12,0,46554.81207,0,33622.91983,33420492,0,NA,NA,NA,NA,
20_1,Week.8,8,2020-01-21,2020-01-24,Sac DW Ship Channel,3,12,0,50135.30341,0,36208.83024,30411491,0,NA,NA,NA,NA,
20_1,Week.8,8,2020-01-21,2020-01-24,Lower San Joaquin,6,24,0,97304.33122,0,70275.35033,122096565,0,NA,NA,NA,NA,
20_1,Week.8,8,2020-01-21,2020-01-24,Southern Delta,6,21,0,82398.479,0,59510.01261,136731814,0,NA,NA,NA,NA,
20_1,Week.8,8,2020-01-21,2020-01-24,Total,34,129,1,508328.5614,1,367126.1832,NA,1357.854669,2031066.46,1425.15489,173,5072,Full
20_1,Week.9,9,2020-01-27,2020-01-31,Western Delta,3,12,0,42773.47623,0,30891.95506,190166275,0,NA,NA,NA,NA,
20_1,Week.9,9,2020-01-27,2020-01-31,Suisun Bay,6,24,0,101982.8399,0,73654.27326,285840678,0,NA,NA,NA,NA,
20_1,Week.9,9,2020-01-27,2020-01-31,Suisun Marsh,4,16,0,60365.56751,0,43597.35431,76278718,0,NA,NA,NA,NA,
20_1,Week.9,9,2020-01-27,2020-01-31,Lower Sacramento,6,24,0,94681.33347,0,68380.96306,88162170,0,NA,NA,NA,NA,
20_1,Week.9,9,2020-01-27,2020-01-31,Cache Slough LI,3,10,0,39116.82574,0,28251.04081,33420492,0,NA,NA,NA,NA,
20_1,Week.9,9,2020-01-27,2020-01-31,Sac DW Ship Channel,3,12,0,39895.94065,0,28813.73492,30411491,0,NA,NA,NA,NA,
20_1,Week.9,9,2020-01-27,2020-01-31,Lower San Joaquin,6,24,0,94456.56286,0,68218.62873,122096565,0,NA,NA,NA,NA,
20_1,Week.9,9,2020-01-27,2020-01-31,Southern Delta,5,20,0,75497.31363,0,54525.83762,136731814,0,NA,NA,NA,NA,
20_1,Week.9,9,2020-01-27,2020-01-31,Total,36,142,0,548769.86,0,396333.7878,NA,0,0,NA,NA,NA,Full
20_1,Week.10,10,2020-02-03,2020-02-06,Western Delta,3,12,0,57480.6182,0,41513.77981,190166275,0,NA,NA,NA,NA,
20_1,Week.10,10,2020-02-03,2020-02-06,Suisun Bay,6,24,0,97079.67294,0,70113.09712,285840678,0,NA,NA,NA,NA,
20_1,Week.10,10,2020-02-03,2020-02-06,Suisun Marsh,4,14,0,56002.59138,0,40446.316,76278718,0,NA,NA,NA,NA,
20_1,Week.10,10,2020-02-03,2020-02-06,Lower Sacramento,7,28,0,104924.7401,0,75778.97895,88162170,0,NA,NA,NA,NA,
20_1,Week.10,10,2020-02-03,2020-02-06,Cache Slough LI,3,12,0,48720.29323,0,35186.87845,33420492,0,NA,NA,NA,NA,
20_1,Week.10,10,2020-02-03,2020-02-06,Sac DW Ship Channel,3,12,0,52658.66521,0,38031.25821,30411491,0,NA,NA,NA,NA,
20_1,Week.10,10,2020-02-03,2020-02-06,Lower San Joaquin,8,32,0,139551.2084,0,100786.9839,122096565,0,NA,NA,NA,NA,
20_1,Week.10,10,2020-02-03,2020-02-06,Southern Delta,5,20,0,74821.99084,0,54038.10449,136731814,0,NA,NA,NA,NA,
20_1,Week.10,10,2020-02-03,2020-02-06,Total,39,154,0,631239.7803,0,455895.3969,NA,0,0,NA,NA,NA,Full
20_1,Week.11,11,2020-02-10,2020-02-13,Western Delta,3,12,0,58312.30316,0,42114.44117,190166275,0,NA,NA,NA,NA,
20_1,Week.11,11,2020-02-10,2020-02-13,Suisun Bay,7,26,1,145399.6251,1,105010.8404,285840678,2723.21093,7476878.27,2734.388098,374,9873,
20_1,Week.11,11,2020-02-10,2020-02-13,Suisun Marsh,3,12,0,53625.48212,0,38729.51486,76278718,0,NA,NA,NA,NA,
20_1,Week.11,11,2020-02-10,2020-02-13,Lower Sacramento,7,28,0,122929.304,0,88782.27508,88162170,0,NA,NA,NA,NA,
20_1,Week.11,11,2020-02-10,2020-02-13,Cache Slough LI,3,10,0,35798.17363,0,25854.23651,33420492,0,NA,NA,NA,NA,
20_1,Week.11,11,2020-02-10,2020-02-13,Sac DW Ship Channel,3,12,0,46017.65413,0,33234.97242,30411491,0,NA,NA,NA,NA,
20_1,Week.11,11,2020-02-10,2020-02-13,Lower San Joaquin,7,28,0,100335.6454,0,72464.63278,122096565,0,NA,NA,NA,NA,
20_1,Week.11,11,2020-02-10,2020-02-13,Southern Delta,6,24,0,85122.6853,0,61477.49494,136731814,0,NA,NA,NA,NA,
20_1,Week.11,11,2020-02-10,2020-02-13,Total,39,152,1,647540.8728,1,467668.4081,NA,2723.21093,7476878.27,2734.388098,374,9873,Full
20_1,Week.12,12,2020-02-18,2020-02-21,Western Delta,4,13,0,54063.22878,0,39045.66523,190166275,0,NA,NA,NA,NA,
20_1,Week.12,12,2020-02-18,2020-02-21,Suisun Bay,7,28,0,118870.9645,0,85851.25211,285840678,0,NA,NA,NA,NA,
20_1,Week.12,12,2020-02-18,2020-02-21,Suisun Marsh,3,12,0,43423.18798,0,31361.19132,76278718,0,NA,NA,NA,NA,
20_1,Week.12,12,2020-02-18,2020-02-21,Lower Sacramento,7,28,0,103794.8213,0,74962.92647,88162170,0,NA,NA,NA,NA,
20_1,Week.12,12,2020-02-18,2020-02-21,Cache Slough LI,3,12,0,43481.4868,0,31403.29602,33420492,0,NA,NA,NA,NA,
20_1,Week.12,12,2020-02-18,2020-02-21,Sac DW Ship Channel,3,12,1,48161.56809,1,34783.35473,30411491,874.3361215,764753.7826,874.5020198,121,3161,
20_1,Week.12,12,2020-02-18,2020-02-21,Lower San Joaquin,6,24,0,98339.33192,0,71022.85083,122096565,0,NA,NA,NA,NA,
20_1,Week.12,12,2020-02-18,2020-02-21,Southern Delta,6,24,0,83908.18264,0,60600.35413,136731814,0,NA,NA,NA,NA,
20_1,Week.12,12,2020-02-18,2020-02-21,Total,39,153,1,594042.7719,1,429030.8908,NA,874.3361215,764753.7826,874.5020198,121,3161,Full
20_1,Week.13,13,2020-02-24,2020-02-27,Western Delta,3,12,0,53813.18411,0,38865.07741,190166275,0,NA,NA,NA,NA,
20_1,Week.13,13,2020-02-24,2020-02-27,Suisun Bay,7,28,0,132960.4085,0,96026.96168,285840678,0,NA,NA,NA,NA,
20_1,Week.13,13,2020-02-24,2020-02-27,Suisun Marsh,3,12,0,44748.22251,0,32318.1607,76278718,0,NA,NA,NA,NA,
20_1,Week.13,13,2020-02-24,2020-02-27,Lower Sacramento,6,24,0,87681.0938,0,63325.23441,88162170,0,NA,NA,NA,NA,
20_1,Week.13,13,2020-02-24,2020-02-27,Cache Slough LI,4,11,0,39308.23459,0,28389.28054,33420492,0,NA,NA,NA,NA,
20_1,Week.13,13,2020-02-24,2020-02-27,Sac DW Ship Channel,3,12,0,44595.23023,0,32207.66627,30411491,0,NA,NA,NA,NA,
20_1,Week.13,13,2020-02-24,2020-02-27,Lower San Joaquin,7,28,0,116865.5523,0,84402.8989,122096565,0,NA,NA,NA,NA,
20_1,Week.13,13,2020-02-24,2020-02-27,Southern Delta,5,20,0,76818.6413,0,55480.12983,136731814,0,NA,NA,NA,NA,
20_1,Week.13,13,2020-02-24,2020-02-27,Total,38,147,0,596790.5673,0,431015.4098,NA,0,0,NA,NA,NA,Full
20_1,Week.14,14,2020-03-02,2020-03-05,Western Delta,3,12,0,52691.016,0,38054.62267,190166275,0,NA,NA,NA,NA,
20_1,Week.14,14,2020-03-02,2020-03-05,Suisun Bay,7,28,0,106737.7324,0,77088.36229,285840678,0,NA,NA,NA,NA,
20_1,Week.14,14,2020-03-02,2020-03-05,Suisun Marsh,3,10,0,37581.17407,0,27141.95905,76278718,0,NA,NA,NA,NA,
20_1,Week.14,14,2020-03-02,2020-03-05,Lower Sacramento,6,22,0,83742.72182,0,60480.85465,88162170,0,NA,NA,NA,NA,
20_1,Week.14,14,2020-03-02,2020-03-05,Cache Slough LI,3,12,0,48940.68301,0,35346.04884,33420492,0,NA,NA,NA,NA,
20_1,Week.14,14,2020-03-02,2020-03-05,Sac DW Ship Channel,3,11,1,41703.87816,1,30119.46756,30411491,1012.90805,1023175.799,1011.521527,140,3659,
20_1,Week.14,14,2020-03-02,2020-03-05,Lower San Joaquin,6,24,0,94989.00299,0,68603.16882,122096565,0,NA,NA,NA,NA,
20_1,Week.14,14,2020-03-02,2020-03-05,Southern Delta,6,24,0,96169.80691,0,69455.97166,136731814,0,NA,NA,NA,NA,
20_1,Week.14,14,2020-03-02,2020-03-05,Total,37,143,1,562556.0154,1,406290.4555,NA,1012.90805,1023175.799,1011.521527,140,3659,Full
20_1,Week.15,15,2020-03-09,2020-03-12,Western Delta,3,12,0,55071.83213,0,39774.10098,190166275,0,NA,NA,NA,NA,
20_1,Week.15,15,2020-03-09,2020-03-12,Suisun Bay,7,28,0,137517.4894,0,99318.18676,285840678,0,NA,NA,NA,NA,
20_1,Week.15,15,2020-03-09,2020-03-12,Suisun Marsh,3,12,0,44931.20668,0,32450.31594,76278718,0,NA,NA,NA,NA,
20_1,Week.15,15,2020-03-09,2020-03-12,Lower Sacramento,6,24,0,110648.8084,0,79913.02829,88162170,0,NA,NA,NA,NA,
20_1,Week.15,15,2020-03-09,2020-03-12,Cache Slough LI,3,12,0,45385.80271,0,32778.63529,33420492,0,NA,NA,NA,NA,
20_1,Week.15,15,2020-03-09,2020-03-12,Sac DW Ship Channel,3,12,0,47674.28428,0,34431.42754,30411491,0,NA,NA,NA,NA,
20_1,Week.15,15,2020-03-09,2020-03-12,Lower San Joaquin,6,24,0,97187.50892,0,70190.97866,122096565,0,NA,NA,NA,NA,
20_1,Week.15,15,2020-03-09,2020-03-12,Southern Delta,5,20,0,77192.36035,0,55750.03803,136731814,0,NA,NA,NA,NA,
20_1,Week.15,15,2020-03-09,2020-03-12,Total,36,144,0,615609.2928,0,444606.7115,NA,0,0,NA,NA,NA,Full
20_1,Week.16,16,2020-03-16,2020-03-20,Western Delta,3,12,0,47600.48404,0,34378.12736,190166275,0,NA,NA,NA,NA,
20_1,Week.16,16,2020-03-16,2020-03-20,Suisun Bay,6,24,0,91013.89938,0,65732.26066,285840678,0,NA,NA,NA,NA,
20_1,Week.16,16,2020-03-16,2020-03-20,Suisun Marsh,3,12,0,47488.60421,0,34297.32527,76278718,0,NA,NA,NA,NA,
20_1,Week.16,16,2020-03-16,2020-03-20,Lower Sacramento,6,24,0,102395.3125,0,73952.17014,88162170,0,NA,NA,NA,NA,
20_1,Week.16,16,2020-03-16,2020-03-20,Cache Slough LI,3,10,0,36353.19191,0,26255.08304,33420492,0,NA,NA,NA,NA,
20_1,Week.16,16,2020-03-16,2020-03-20,Sac DW Ship Channel,3,12,1,50023.0866,1,36127.78477,30411491,841.9023257,709497.5047,842.3167484,116,3045,
20_1,Week.16,16,2020-03-16,2020-03-20,Lower San Joaquin,6,24,0,97593.91574,0,70484.4947,122096565,0,NA,NA,NA,NA,
20_1,Week.16,16,2020-03-16,2020-03-20,Southern Delta,5,18,0,69833.67839,0,50435.43439,136731814,0,NA,NA,NA,NA,
20_1,Week.16,16,2020-03-16,2020-03-20,Total,35,136,1,542302.1728,1,391662.6803,NA,841.9023257,709497.5047,842.3167484,116,3045,Full
20_1,Week.17,17,2020-03-23,2020-03-26,Western Delta,3,12,0,57151.04451,0,41275.75437,190166275,0,NA,NA,NA,NA,
20_1,Week.17,17,2020-03-23,2020-03-26,Suisun Bay,6,22,0,96212.9413,0,69487.12427,285840678,0,NA,NA,NA,NA,
20_1,Week.17,17,2020-03-23,2020-03-26,Suisun Marsh,3,12,0,41064.61303,0,29657.77607,76278718,0,NA,NA,NA,NA,
20_1,Week.17,17,2020-03-23,2020-03-26,Lower Sacramento,6,24,0,101992.9495,0,73661.57466,88162170,0,NA,NA,NA,NA,
20_1,Week.17,17,2020-03-23,2020-03-26,Cache Slough LI,3,10,0,38731.98611,0,27973.10108,33420492,0,NA,NA,NA,NA,
20_1,Week.17,17,2020-03-23,2020-03-26,Sac DW Ship Channel,3,12,0,45391.5315,0,32782.77275,30411491,0,NA,NA,NA,NA,
20_1,Week.17,17,2020-03-23,2020-03-26,Lower San Joaquin,6,24,0,94949.91245,0,68574.93677,122096565,0,NA,NA,NA,NA,
20_1,Week.17,17,2020-03-23,2020-03-26,Southern Delta,6,24,0,89114.86294,0,64360.73435,136731814,0,NA,NA,NA,NA,
20_1,Week.17,17,2020-03-23,2020-03-26,Total,36,140,0,564609.8413,0,407773.7743,NA,0,0,NA,NA,NA,Full
20_2,Week.1,1,2020-03-30,2020-04-02,Suisun Bay,10,20,0,19857.44379,0,19857.44379,531809657,0,0,NA,NA,NA,
20_2,Week.1,1,2020-03-30,2020-04-02,Suisun Marsh,5,10,0,9972.871009,0,9972.871009,106744669,0,0,NA,NA,NA,
20_2,Week.1,1,2020-03-30,2020-04-02,Lower Sacramento,5,10,2,9858.886761,141.459713,9858.886761,171562419,1307999.074,1.62E+12,1271523.501,189616,4638942,
20_2,Week.1,1,2020-03-30,2020-04-02,Cache Slough LI,5,10,0,9804.79598,0,9804.79598,52180503,0,0,NA,NA,NA,
20_2,Week.1,1,2020-03-30,2020-04-02,Sac DW Ship Channel,10,20,0,19886.1326,0,19886.1326,64336104,0,0,NA,NA,NA,
20_2,Week.1,1,2020-03-30,2020-04-02,Lower San Joaquin,5,10,0,9591.719694,0,9591.719694,232126861,0,0,NA,NA,NA,
20_2,Week.1,1,2020-03-30,2020-04-02,Total,40,80,2,78971.84983,141.459713,78971.84983,NA,1307999.074,1.62E+12,1271523.501,189616,4638942,Full
20_2,Week.2,2,2020-04-06,2020-04-10,Suisun Bay,5,10,0,10564.54218,0,10564.54218,531809657,0,0,NA,NA,NA,
20_2,Week.2,2,2020-04-06,2020-04-10,Suisun Marsh,5,10,0,10139.68811,0,10139.68811,106744669,0,0,NA,NA,NA,
20_2,Week.2,2,2020-04-06,2020-04-10,Lower Sacramento,5,10,0,10546.89065,0,10546.89065,171562419,0,0,NA,NA,NA,
20_2,Week.2,2,2020-04-06,2020-04-10,Cache Slough LI,10,20,0,19272.02167,0,19272.02167,52180503,0,0,NA,NA,NA,
20_2,Week.2,2,2020-04-06,2020-04-10,Sac DW Ship Channel,10,20,5,19293.32524,47.56913215,19293.32524,64336104,84285.58034,4758172952,68979.5111,16030,265403,
20_2,Week.2,2,2020-04-06,2020-04-10,Lower San Joaquin,5,10,0,10199.58158,0,10199.58158,232126861,0,0,NA,NA,NA,
20_2,Week.2,2,2020-04-06,2020-04-10,Total,40,80,5,80016.04942,47.56913215,80016.04942,NA,84285.58034,4758172952,68979.5111,16030,265403,Full
20_2,Week.3,3,2020-04-13,2020-04-17,Suisun Bay,5,10,0,10234.0325,0,10234.0325,531809657,0,0,NA,NA,NA,
20_2,Week.3,3,2020-04-13,2020-04-17,Suisun Marsh,5,10,0,10077.644,0,10077.644,106744669,0,0,NA,NA,NA,
20_2,Week.3,3,2020-04-13,2020-04-17,Lower Sacramento,5,10,0,10055.12308,0,10055.12308,171562419,0,0,NA,NA,NA,
20_2,Week.3,3,2020-04-13,2020-04-17,Cache Slough LI,5,10,0,10018.19689,0,10018.19689,52180503,0,0,NA,NA,NA,
20_2,Week.3,3,2020-04-13,2020-04-17,Sac DW Ship Channel,10,20,1,19666.15801,4.821769813,19666.15801,64336104,8381.506538,125868043.3,11219.0928,689,36548,
20_2,Week.3,3,2020-04-13,2020-04-17,Lower San Joaquin,10,20,0,20206.74119,0,20206.74119,232126861,0,0,NA,NA,NA,
20_2,Week.3,3,2020-04-13,2020-04-17,Total,40,80,1,80257.89567,4.821769813,80257.89567,NA,8381.506538,125868043.3,11219.0928,689,36548,Full
20_2,Week.4,4,2020-04-20,2020-04-23,Suisun Bay,5,10,0,10666.92105,0,10666.92105,531809657,0,0,NA,NA,NA,
20_2,Week.4,4,2020-04-20,2020-04-23,Suisun Marsh,5,10,0,10555.45266,0,10555.45266,106744669,0,0,NA,NA,NA,
20_2,Week.4,4,2020-04-20,2020-04-23,Lower Sacramento,10,20,0,20526.78169,0,20526.78169,171562419,0,0,NA,NA,NA,
20_2,Week.4,4,2020-04-20,2020-04-23,Cache Slough LI,5,10,0,10207.77838,0,10207.77838,52180503,0,0,NA,NA,NA,
20_2,Week.4,4,2020-04-20,2020-04-23,Sac DW Ship Channel,10,20,6,20006.00069,12.74268089,20006.00069,64336104,21773.87205,326817541.2,18078.09562,4052,69254,
20_2,Week.4,4,2020-04-20,2020-04-23,Lower San Joaquin,5,10,0,11051.5621,0,11051.5621,232126861,0,0,NA,NA,NA,
20_2,Week.4,4,2020-04-20,2020-04-23,Total,40,80,6,83014.49657,12.74268089,83014.49657,NA,21773.87205,326817541.2,18078.09562,4052,69254,Full
20_2,Week.5,5,2020-04-27,2020-04-30,Suisun Bay,5,10,0,9407.291639,0,9407.291639,531809657,0,0,NA,NA,NA,
20_2,Week.5,5,2020-04-27,2020-04-30,Suisun Marsh,10,20,0,20725.73675,0,20725.73675,106744669,0,0,NA,NA,NA,
20_2,Week.5,5,2020-04-27,2020-04-30,Lower Sacramento,5,10,0,9494.047895,0,9494.047895,171562419,0,0,NA,NA,NA,
20_2,Week.5,5,2020-04-27,2020-04-30,Cache Slough LI,5,10,0,9939.028765,0,9939.028765,52180503,0,0,NA,NA,NA,
20_2,Week.5,5,2020-04-27,2020-04-30,Sac DW Ship Channel,10,20,0,19127.60374,0,19127.60374,64336104,0,0,NA,NA,NA,
20_2,Week.5,5,2020-04-27,2020-04-30,Lower San Joaquin,5,10,0,10326.75375,0,10326.75375,232126861,0,0,NA,NA,NA,
20_2,Week.5,5,2020-04-27,2020-04-30,Total,40,80,0,79020.46255,0,79020.46255,NA,0,0,NA,NA,NA,Full
20_2,Week.6,6,2020-05-04,2020-05-07,Suisun Bay,10,20,0,20395.30823,0,20395.30823,531809657,0,0,NA,NA,NA,
20_2,Week.6,6,2020-05-04,2020-05-07,Suisun Marsh,5,10,0,10441.3061,0,10441.3061,106744669,0,0,NA,NA,NA,
20_2,Week.6,6,2020-05-04,2020-05-07,Lower Sacramento,5,10,0,9868.625536,0,9868.625536,171562419,0,0,NA,NA,NA,
20_2,Week.6,6,2020-05-04,2020-05-07,Cache Slough LI,5,10,0,9672.876154,0,9672.876154,52180503,0,0,NA,NA,NA,
20_2,Week.6,6,2020-05-04,2020-05-07,Sac DW Ship Channel,10,20,1,19334.26867,1,19334.26867,64336104,1768.102301,3104768.86,1762.035431,246,6378,
20_2,Week.6,6,2020-05-04,2020-05-07,Lower San Joaquin,5,10,0,10815.07217,0,10815.07217,232126861,0,0,NA,NA,NA,
20_2,Week.6,6,2020-05-04,2020-05-07,Total,40,80,1,80527.45686,1,80527.45686,NA,1768.102301,3104768.86,1762.035431,246,6378,Full
20_2,Week.7,7,2020-05-11,2020-05-14,Suisun Bay,5,10,0,10448.89423,0,10448.89423,531809657,0,0,NA,NA,NA,
20_2,Week.7,7,2020-05-11,2020-05-14,Suisun Marsh,5,10,0,10349.5993,0,10349.5993,106744669,0,0,NA,NA,NA,
20_2,Week.7,7,2020-05-11,2020-05-14,Lower Sacramento,5,10,0,10091.92754,0,10091.92754,171562419,0,0,NA,NA,NA,
20_2,Week.7,7,2020-05-11,2020-05-14,Cache Slough LI,10,20,0,21235.39932,0,21235.39932,52180503,0,0,NA,NA,NA,
20_2,Week.7,7,2020-05-11,2020-05-14,Sac DW Ship Channel,10,20,4,22185.45742,7.499906454,22185.45742,64336104,11556.40085,73573259.16,8577.485597,2533,33994,
20_2,Week.7,7,2020-05-11,2020-05-14,Lower San Joaquin,5,10,0,10154.74264,0,10154.74264,232126861,0,0,NA,NA,NA,
20_2,Week.7,7,2020-05-11,2020-05-14,Total,40,80,4,84466.02044,7.499906454,84466.02044,NA,11556.40085,73573259.16,8577.485597,2533,33994,Full
20_2,Week.8,8,2020-05-18,2020-05-22,Suisun Bay,5,10,0,11952.68285,0,11952.68285,531809657,0,0,NA,NA,NA,
20_2,Week.8,8,2020-05-18,2020-05-22,Suisun Marsh,5,10,0,10932.70846,0,10932.70846,106744669,0,0,NA,NA,NA,
20_2,Week.8,8,2020-05-18,2020-05-22,Lower Sacramento,5,10,0,11997.07543,0,11997.07543,171562419,0,0,NA,NA,NA,
20_2,Week.8,8,2020-05-18,2020-05-22,Cache Slough LI,5,10,0,9439.794801,0,9439.794801,52180503,0,0,NA,NA,NA,
20_2,Week.8,8,2020-05-18,2020-05-22,Sac DW Ship Channel,10,20,9,22425.68054,10.17836193,22425.68054,64336104,15515.55793,35526204.44,5960.386266,7000,29970,
20_2,Week.8,8,2020-05-18,2020-05-22,Lower San Joaquin,10,20,0,22443.57554,0,22443.57554,232126861,0,0,NA,NA,NA,
20_2,Week.8,8,2020-05-18,2020-05-22,Total,40,80,9,89191.51764,10.17836193,89191.51764,NA,15515.55793,35526204.44,5960.386266,7000,29970,Full
20_2,Week.9,9,2020-05-26,2020-05-29,Suisun Bay,5,10,0,11686.53024,0,11686.53024,531809657,0,0,NA,NA,NA,
20_2,Week.9,9,2020-05-26,2020-05-29,Suisun Marsh,6,11,0,12178.37897,0,12178.37897,106744669,0,0,NA,NA,NA,
20_2,Week.9,9,2020-05-26,2020-05-29,Lower Sacramento,6,12,0,12010.20249,0,12010.20249,171562419,0,0,NA,NA,NA,
20_2,Week.9,9,2020-05-26,2020-05-29,Cache Slough LI,5,10,0,8706.546185,0,8706.546185,52180503,0,0,NA,NA,NA,
20_2,Week.9,9,2020-05-26,2020-05-29,Sac DW Ship Channel,10,20,0,20152.93446,0,20152.93446,64336104,0,0,NA,NA,NA,
20_2,Week.9,9,2020-05-26,2020-05-29,Lower San Joaquin,5,10,0,11711.89671,0,11711.89671,232126861,0,0,NA,NA,NA,
20_2,Week.9,9,2020-05-26,2020-05-29,Total,37,73,0,76446.48905,0,76446.48905,NA,0,0,NA,NA,NA,Full
20_2,Week.10,10,2020-06-01,2020-06-04,Suisun Bay,5,10,0,12334.15879,0,12334.15879,531809657,0,0,NA,NA,NA,
20_2,Week.10,10,2020-06-01,2020-06-04,Suisun Marsh,10,20,1,24387.96259,1,24387.96259,106744669,2325.685877,5403079.297,2324.452473,322,8405,
20_2,Week.10,10,2020-06-01,2020-06-04,Lower Sacramento,5,10,0,9934.768051,0,9934.768051,171562419,0,0,NA,NA,NA,
20_2,Week.10,10,2020-06-01,2020-06-04,Cache Slough LI,5,10,0,10034.67165,0,10034.67165,52180503,0,0,NA,NA,NA,
20_2,Week.10,10,2020-06-01,2020-06-04,Sac DW Ship Channel,10,20,1,19788.98832,1,19788.98832,64336104,1727.474108,2980663.373,1726.45978,239,6243,
20_2,Week.10,10,2020-06-01,2020-06-04,Lower San Joaquin,5,10,0,8819.962338,0,8819.962338,232126861,0,0,NA,NA,NA,
20_2,Week.10,10,2020-06-01,2020-06-04,Total,40,80,2,85300.51174,2,85300.51174,NA,4053.159985,8383742.671,2895.469335,937,11610,Full
20_2,Week.11,11,2020-06-08,2020-06-11,Suisun Bay,10,20,0,19640.21838,0,19640.21838,531809657,0,0,NA,NA,NA,
20_2,Week.11,11,2020-06-08,2020-06-11,Suisun Marsh,5,10,0,9607.991565,0,9607.991565,106744669,0,0,NA,NA,NA,
20_2,Week.11,11,2020-06-08,2020-06-11,Lower Sacramento,5,10,0,10628.49347,0,10628.49347,171562419,0,0,NA,NA,NA,
20_2,Week.11,11,2020-06-08,2020-06-11,Cache Slough LI,5,10,0,9227.861469,0,9227.861469,52180503,0,0,NA,NA,NA,
20_2,Week.11,11,2020-06-08,2020-06-11,Sac DW Ship Channel,10,20,0,21497.41295,0,21497.41295,64336104,0,0,NA,NA,NA,
20_2,Week.11,11,2020-06-08,2020-06-11,Lower San Joaquin,5,10,0,10025.29808,0,10025.29808,232126861,0,0,NA,NA,NA,
20_2,Week.11,11,2020-06-08,2020-06-11,Total,40,80,0,80627.27592,0,80627.27592,NA,0,0,NA,NA,NA,Full
20_2,Week.12,12,2020-06-15,2020-06-19,Suisun Bay,5,10,0,10112.78475,0,10112.78475,531809657,0,0,NA,NA,NA,
20_2,Week.12,12,2020-06-15,2020-06-19,Suisun Marsh,5,10,0,10280.69746,0,10280.69746,106744669,0,0,NA,NA,NA,
20_2,Week.12,12,2020-06-15,2020-06-19,Lower Sacramento,5,10,0,10427.14429,0,10427.14429,171562419,0,0,NA,NA,NA,
20_2,Week.12,12,2020-06-15,2020-06-19,Cache Slough LI,10,20,0,18847.26341,0,18847.26341,52180503,0,0,NA,NA,NA,
20_2,Week.12,12,2020-06-15,2020-06-19,Sac DW Ship Channel,10,20,0,20539.11748,0,20539.11748,64336104,0,0,NA,NA,NA,
20_2,Week.12,12,2020-06-15,2020-06-19,Lower San Joaquin,5,10,0,9302.085815,0,9302.085815,232126861,0,0,NA,NA,NA,
20_2,Week.12,12,2020-06-15,2020-06-19,Total,40,80,0,79509.0932,0,79509.0932,NA,0,0,NA,NA,NA,Full
20_2,Week.13,13,2020-06-22,2020-06-25,Suisun Bay,5,10,0,10058.77512,0,10058.77512,531809657,0,0,NA,NA,NA,
20_2,Week.13,13,2020-06-22,2020-06-25,Suisun Marsh,5,10,0,9574.068164,0,9574.068164,106744669,0,0,NA,NA,NA,
20_2,Week.13,13,2020-06-22,2020-06-25,Lower Sacramento,5,10,0,12128.02138,0,12128.02138,171562419,0,0,NA,NA,NA,
20_2,Week.13,13,2020-06-22,2020-06-25,Cache Slough LI,5,10,0,8361.063135,0,8361.063135,52180503,0,0,NA,NA,NA,
20_2,Week.13,13,2020-06-22,2020-06-25,Sac DW Ship Channel,10,20,0,20815.25233,0,20815.25233,64336104,0,0,NA,NA,NA,
20_2,Week.13,13,2020-06-22,2020-06-25,Lower San Joaquin,9,18,0,17292.37214,0,17292.37214,232126861,0,0,NA,NA,NA,
20_2,Week.13,13,2020-06-22,2020-06-25,Total,39,78,0,78229.55227,0,78229.55227,NA,0,0,NA,NA,NA,Full
